,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
OCONTO ,TOWN OF PENSAUKEE,TOWN OF PENSAUKEE Ward 1-2,768,510,233,1,17,3,0,0,0,4,0,0,0,0,0,0,0,0,,797,524,243,1,17,3,0,0,0,5,0,0,0,0,0,0,0,4
OCONTO ,TOWN OF RIVERVIEW,TOWN OF RIVERVIEW Ward 1-2,496,286,191,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,,500,287,193,1,15,3,0,0,0,0,0,0,0,0,0,0,0,1
OCONTO ,TOWN OF SPRUCE,TOWN OF SPRUCE Ward 1-2,454,317,124,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,,470,322,131,2,10,1,0,0,0,1,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF STILES,TOWN OF STILES Ward 1-2,810,524,243,5,32,5,0,1,0,0,0,0,0,0,0,0,0,0,,819,527,246,5,32,5,0,1,0,0,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF TOWNSEND,TOWN OF TOWNSEND Ward 1,670,396,252,2,17,1,0,0,0,2,0,0,0,0,0,0,0,0,,670,396,252,2,17,1,0,0,0,2,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF UNDERHILL,TOWN OF UNDERHILL Ward 1,416,284,119,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,418,284,118,2,11,0,1,0,0,0,0,0,0,0,0,0,0,2
OCONTO ,VILLAGE OF LENA,VILLAGE OF LENA Ward 1,254,162,85,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,,257,164,84,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2
OCONTO ,VILLAGE OF PULASKI,VILLAGE OF PULASKI Ward 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCONTO ,VILLAGE OF SURING,VILLAGE OF SURING Ward 1,207,152,50,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,,210,153,50,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2
OCONTO ,CITY OF GILLETT,CITY OF GILLETT Wards 1-3,567,353,191,3,14,5,1,0,0,0,0,0,0,0,0,0,0,0,,580,358,196,3,14,5,1,0,0,0,0,0,0,0,0,0,0,3
OCONTO ,CITY OF OCONTO,CITY OF OCONTO Wards 1-7,2006,1179,731,7,62,20,1,1,0,5,0,0,0,0,0,0,0,0,,2015,1179,737,7,62,20,1,1,0,5,0,0,0,0,0,0,0,3
OCONTO ,CITY OF OCONTO FALLS,CITY OF OCONTO FALLS Wards 1-5,1229,783,375,7,53,9,0,0,0,1,1,0,0,0,0,0,0,0,,1236,786,375,7,53,9,0,0,0,1,1,0,0,0,0,0,0,4
OCONTO ,CITY OF OCONTO FALLS,CITY OF OCONTO FALLS Ward 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA ,TOWN OF CASSIAN,TOWN OF CASSIAN Wards 1-2,682,391,250,4,22,7,1,0,0,0,0,0,0,0,0,0,0,7,,685,393,250,4,22,7,1,0,0,0,0,0,0,0,0,0,0,8
ONEIDA ,TOWN OF CRESCENT,TOWN OF CRESCENT Wards 1-3,1288,712,524,4,37,4,1,2,0,4,0,0,0,0,0,0,0,0,,1298,712,525,4,37,4,1,2,0,5,0,0,0,0,0,0,0,8
ONEIDA ,TOWN OF ENTERPRISE,TOWN OF ENTERPRISE Ward 1,230,148,72,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,,229,147,72,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA ,TOWN OF HAZELHURST,TOWN OF HAZELHURST Wards 1-2,841,484,330,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,,844,484,332,0,17,10,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA ,TOWN OF LAKE TOMAHAWK,TOWN OF LAKE TOMAHAWK Wards 1-2,645,398,223,2,16,1,0,0,0,0,0,0,0,0,0,0,0,5,,648,399,224,2,16,1,0,0,0,4,0,0,0,0,0,0,0,2
ONEIDA ,TOWN OF LITTLE RICE,TOWN OF LITTLE RICE Ward 1,222,159,58,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,,222,159,58,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA ,TOWN OF LYNNE,TOWN OF LYNNE Ward 1,81,56,20,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,,81,56,20,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1
ONEIDA ,TOWN OF MINOCQUA,TOWN OF MINOCQUA Wards 1-7,3090,1920,1026,12,78,20,0,1,0,0,0,0,0,0,0,0,0,33,,3089,1922,1026,12,78,20,0,1,0,5,0,0,0,0,0,0,0,25
ONEIDA ,TOWN OF MONICO,TOWN OF MONICO Ward 1,156,110,40,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,156,110,40,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA ,TOWN OF NEWBOLD,TOWN OF NEWBOLD Ward 1,235,143,83,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,,237,145,83,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0
ONEIDA ,TOWN OF NEWBOLD,TOWN OF NEWBOLD Wards 2-4,1505,821,586,10,61,11,0,0,0,3,0,0,0,0,0,0,0,13,,1505,820,587,10,61,11,0,0,0,3,0,0,0,0,0,0,0,13
ONEIDA ,TOWN OF NOKOMIS,TOWN OF NOKOMIS Ward 1-2,852,473,340,1,20,11,1,0,0,2,0,0,0,0,0,0,0,4,,852,473,340,1,20,11,1,0,0,2,0,0,0,0,0,0,0,4
ONEIDA ,TOWN OF PELICAN,TOWN OF PELICAN Wards 1-4,1502,807,604,7,61,12,3,2,0,6,0,0,0,0,0,0,0,0,,1519,807,603,7,61,12,3,2,0,6,0,0,0,0,0,0,0,18
ONEIDA ,TOWN OF PIEHL,TOWN OF PIEHL Ward 1,47,29,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,50,32,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA ,TOWN OF PINE LAKE,TOWN OF PINE LAKE Ward 1-4,1622,852,658,8,66,16,1,1,0,8,0,0,0,0,0,0,0,12,,1623,852,658,8,66,16,1,1,0,10,0,0,0,0,0,0,0,11
ONEIDA ,TOWN OF SCHOEPKE,TOWN OF SCHOEPKE Ward 1,231,136,90,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,,231,136,90,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA ,TOWN OF STELLA,TOWN OF STELLA Wards 1-2,376,200,156,2,9,5,0,0,0,0,0,0,0,0,0,0,0,4,,376,200,156,2,9,5,0,0,0,1,0,0,0,0,0,0,0,3
ONEIDA ,TOWN OF SUGAR CAMP,TOWN OF SUGAR CAMP Wards 1-2,1140,717,361,3,43,5,1,0,8,1,0,0,0,0,0,0,0,1,,1141,717,361,3,43,5,1,0,3,3,0,0,0,0,0,0,0,5
ONEIDA ,TOWN OF THREE LAKES,TOWN OF THREE LAKES Wards 1-4,1569,1022,448,5,56,19,0,0,0,4,0,0,0,0,0,0,0,15,,1572,1026,448,5,56,19,0,0,0,7,0,0,0,0,0,0,0,11
ONEIDA ,TOWN OF WOODBORO,TOWN OF WOODBORO Ward 1,535,292,196,6,31,1,2,0,0,1,0,0,0,0,0,0,0,6,,534,292,196,6,31,1,2,1,0,1,0,0,0,0,0,0,0,4
ONEIDA ,TOWN OF WOODRUFF,TOWN OF WOODRUFF Ward 1-3,1285,745,484,4,31,10,0,1,0,0,0,0,0,0,0,0,0,10,,1285,746,483,4,31,10,0,0,0,1,0,0,0,0,0,0,0,10
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Ward 1,413,184,195,3,18,7,0,0,0,2,0,0,0,0,0,0,0,4,,415,185,195,3,18,7,0,0,0,2,0,0,0,0,0,0,0,5
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 2-3,433,207,198,4,13,7,0,0,0,0,0,0,0,0,0,0,0,4,,434,207,198,4,13,7,0,1,0,1,0,0,0,0,0,0,0,3
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 4-5,390,182,166,2,28,8,0,0,0,2,0,0,0,0,0,0,0,2,,390,182,166,2,28,8,0,0,0,2,0,0,0,0,0,0,0,2
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 6-7,379,175,173,0,22,0,1,0,0,4,0,0,1,0,0,0,0,3,,388,175,173,0,22,8,1,0,0,4,0,0,1,0,0,0,0,4
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 8-9,500,196,264,7,24,5,0,0,0,1,0,0,0,0,0,0,0,3,,500,196,264,7,24,5,0,0,0,1,0,0,0,0,0,0,0,3
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Ward 10,404,198,170,2,22,5,1,0,0,0,0,0,0,0,0,0,0,6,,405,198,171,2,22,5,1,0,0,0,0,0,0,0,0,0,0,6
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 11-12,415,173,199,2,31,4,0,0,0,4,0,0,0,0,0,0,0,2,,417,174,200,2,31,4,0,0,0,3,0,0,0,0,0,0,0,3
ONEIDA ,CITY OF RHINELANDER,CITY OF RHINELANDER Wards 13-14,405,187,173,2,26,13,0,0,0,2,0,0,0,0,0,0,0,2,,405,187,173,2,26,13,0,0,0,0,0,0,0,0,0,0,0,4
OUTAGAMIE ,TOWN OF BLACK CREEK,TOWN OF BLACK CREEK Wards 1-2,683,461,194,5,17,5,0,0,0,1,0,0,0,0,0,0,0,0,,683,460,194,5,17,5,0,0,0,2,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF BOVINA,TOWN OF BOVINA Wards 1-2,632,427,184,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,,632,427,184,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF BUCHANAN,TOWN OF BUCHANAN Wards 1-10,3822,2108,1488,14,165,28,4,1,0,14,0,0,0,0,0,0,0,0,,3850,2110,1497,15,166,28,4,1,0,29,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF CENTER,TOWN OF CENTER Wards 1-7,2116,1421,572,11,91,11,0,2,0,8,0,0,0,0,0,0,0,0,,2114,1421,572,11,91,11,0,0,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF CICERO,TOWN OF CICERO Wards 1-2,515,312,175,3,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,516,312,175,3,19,6,0,0,1,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF DALE,TOWN OF DALE Wards 1-3,1591,1102,411,10,36,15,0,2,0,15,0,0,0,0,0,0,0,0,,1590,1100,413,10,36,15,0,2,0,13,0,0,1,0,0,0,0,0
OUTAGAMIE ,TOWN OF DEER CREEK,TOWN OF DEER CREEK Ward 1,284,195,74,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,284,195,74,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF ELLINGTON,TOWN OF ELLINGTON Wards 1-5,1660,1208,385,7,44,8,1,1,0,6,0,0,0,0,0,0,0,0,,1662,1208,385,7,44,8,1,1,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF FREEDOM,TOWN OF FREEDOM Wards 1-8,3258,2086,971,20,136,30,2,2,0,10,0,0,1,0,0,0,0,0,,3260,2086,972,20,136,30,2,2,0,10,0,0,2,0,0,0,0,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,TOWN OF GRAND CHUTE Wards 1-3,3025,1644,1194,18,132,24,2,0,1,10,0,0,0,0,0,0,0,0,,3026,1644,1194,18,132,24,2,0,1,11,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,"TOWN OF GRAND CHUTE Wards 4-6,9-10",2897,1467,1240,20,119,36,3,3,0,8,1,0,0,0,0,0,0,0,,2900,1468,1239,20,119,36,3,3,0,11,1,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,TOWN OF GRAND CHUTE Wards 7-8,917,448,394,4,49,19,0,0,0,2,0,0,0,0,0,0,1,0,,918,448,394,4,49,19,0,0,0,3,0,0,0,0,0,0,1,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,TOWN OF GRAND CHUTE Wards 11-14,2483,1278,1044,8,106,34,3,1,0,9,0,0,0,0,0,0,0,0,,2497,1285,1050,8,106,34,3,1,0,10,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,TOWN OF GRAND CHUTE Wards 15-17,2411,1296,985,11,96,15,0,2,0,6,0,0,0,0,0,0,0,0,,2411,1296,985,11,96,15,0,2,0,6,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GRAND CHUTE,TOWN OF GRAND CHUTE Ward 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GREENVILLE,"TOWN OF GREENVILLE Wards 1-3,5,7-8",5136,3325,1522,26,214,32,2,4,0,11,0,0,0,0,0,0,0,0,,5151,3325,1527,26,213,32,2,4,0,22,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GREENVILLE,"TOWN OF GREENVILLE Wards 4,9",1175,743,381,3,39,4,1,0,0,4,0,0,0,0,0,0,0,0,,1176,743,381,3,39,4,1,0,0,5,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF GREENVILLE,TOWN OF GREENVILLE Ward 6,229,158,56,1,12,1,0,0,0,1,0,0,0,0,0,0,0,0,,228,158,55,1,12,1,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF HORTONIA,TOWN OF HORTONIA Wards 1-2,636,427,177,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0,,636,427,177,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF KAUKAUNA,TOWN OF KAUKAUNA Wards 1-3,726,507,192,1,20,2,1,0,0,3,0,0,0,0,0,0,0,0,,726,507,192,1,20,2,1,0,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF LIBERTY,TOWN OF LIBERTY Ward 1,512,364,131,2,11,3,0,0,0,1,0,0,0,0,0,0,0,0,,513,365,131,2,11,3,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF MAINE,TOWN OF MAINE Ward 1,459,292,139,0,19,3,0,1,0,5,0,0,0,0,0,0,0,0,,456,289,139,0,19,3,0,1,0,5,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF MAPLE CREEK,TOWN OF MAPLE CREEK Ward 1,314,223,80,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,,314,223,80,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF ONEIDA,TOWN OF ONEIDA Wards 1-6,1924,991,830,9,49,38,2,2,0,3,0,0,0,0,0,0,0,0,,1924,991,830,9,49,38,2,2,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF OSBORN,TOWN OF OSBORN Wards 1-2,709,477,196,1,32,0,1,0,0,2,0,0,0,0,0,0,0,0,,708,476,196,1,32,0,1,0,0,2,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF SEYMOUR,TOWN OF SEYMOUR Wards 1-2,626,446,149,5,20,5,0,1,0,0,0,0,0,0,0,0,0,0,,627,447,149,5,20,5,0,1,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,TOWN OF VANDENBROEK,TOWN OF VANDENBROEK Wards 1-3,896,578,267,3,37,8,2,0,0,1,0,0,0,0,0,0,0,0,,900,581,268,3,37,8,2,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF BEAR CREEK,VILLAGE OF BEAR CREEK Ward 1,144,85,52,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,144,85,52,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF BLACK CREEK,VILLAGE OF BLACK CREEK Wards 1-2,652,427,190,4,26,5,0,0,0,0,0,0,0,0,0,0,0,0,,655,428,191,4,26,5,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF COMBINED LOCKS,VILLAGE OF COMBINED LOCKS Wards 1-5,2043,1129,794,11,82,21,0,0,0,6,0,0,0,0,0,0,0,0,,2044,1130,793,11,82,21,0,0,0,7,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF HARRISON,VILLAGE OF HARRISON Wards 1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF HORTONVILLE,VILLAGE OF HORTONVILLE Wards 1-3,1484,904,493,5,62,13,0,0,0,7,0,0,0,0,0,0,0,0,,1489,907,494,5,62,13,0,1,0,7,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF HOWARD,VILLAGE OF HOWARD Ward 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF KIMBERLY,VILLAGE OF KIMBERLY Ward 1-9,3589,1750,1563,21,184,36,7,5,0,19,4,0,0,0,0,0,0,0,,3590,1749,1562,21,184,36,7,5,0,21,5,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF LITTLE CHUTE,"VILLAGE OF LITTLE CHUTE Wards 1,4-5,14",1485,824,574,9,66,5,0,0,0,7,0,0,0,0,0,0,0,0,,1480,820,573,9,66,5,0,0,0,7,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF LITTLE CHUTE,"VILLAGE OF LITTLE CHUTE Wards 2,6,8,12-13",1019,519,424,11,52,6,2,1,0,4,0,0,0,0,0,0,0,0,,1018,521,424,11,52,6,2,1,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF LITTLE CHUTE,"VILLAGE OF LITTLE CHUTE Wards 3,9-11",1932,1056,752,9,85,20,0,2,0,8,0,0,0,0,0,0,0,0,,1933,1057,752,9,84,21,0,2,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF LITTLE CHUTE,VILLAGE OF LITTLE CHUTE Ward 7,998,534,374,6,65,17,0,2,0,0,0,0,0,0,0,0,0,0,,1003,535,374,6,65,17,0,2,0,4,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF NICHOLS,VILLAGE OF NICHOLS Ward 1,114,89,19,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,114,89,19,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF SHIOCTON,VILLAGE OF SHIOCTON Ward 1,414,238,146,1,14,9,1,0,0,5,0,0,0,0,0,0,0,0,,414,238,146,1,14,9,1,0,0,5,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF WRIGHTSTOWN,VILLAGE OF WRIGHTSTOWN Ward 4,117,75,34,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,,117,75,34,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,VILLAGE OF WRIGHTSTOWN,VILLAGE OF WRIGHTSTOWN Ward 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 1,638,248,334,6,29,18,1,0,0,2,0,0,0,0,0,0,0,0,,641,249,335,6,29,18,1,0,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 2,1332,515,686,4,79,38,1,0,0,9,0,0,0,0,0,0,0,0,,1333,515,686,4,79,38,1,0,0,9,0,0,0,0,1,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 3,1608,465,1025,8,75,30,1,0,0,4,0,0,0,0,0,0,0,0,,1610,464,1025,7,75,30,1,0,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 4,810,416,337,4,39,13,0,0,0,1,0,0,0,0,0,0,0,0,,809,416,336,4,39,13,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 6,510,196,269,6,25,11,0,0,0,3,0,0,0,0,0,0,0,0,,510,196,269,6,25,11,0,0,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 7,1034,471,483,8,49,9,1,0,0,13,0,0,0,0,0,0,0,0,,1035,471,483,8,49,9,1,0,0,14,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 8,1093,140,900,4,25,19,2,0,0,3,0,0,0,0,0,0,0,0,,1095,140,900,4,25,19,2,0,0,5,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 9,867,383,425,5,41,11,1,0,0,0,0,0,1,0,0,0,0,0,,867,383,425,5,41,11,1,0,0,0,0,0,1,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 10,620,278,321,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,,622,278,321,1,19,0,0,0,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 11,496,233,233,2,17,8,0,1,0,2,0,0,0,0,0,0,0,0,,496,234,233,2,16,8,0,1,0,2,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 15,759,368,356,0,25,7,1,0,0,2,0,0,0,0,0,0,0,0,,758,368,355,0,25,7,1,0,0,2,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 16,655,303,314,3,23,6,0,1,0,5,0,0,0,0,0,0,0,0,,653,302,313,3,23,6,0,1,0,5,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 17,747,350,358,4,20,2,1,0,0,11,1,0,0,0,0,0,0,0,,746,350,357,4,20,2,1,0,0,11,1,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 18,598,314,255,0,23,3,0,0,0,3,0,0,0,0,0,0,0,0,,597,313,255,0,23,3,0,0,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 19,1384,801,532,1,38,2,0,0,0,10,0,0,0,0,0,0,0,0,,1381,799,531,1,38,2,0,0,0,10,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 20,1004,525,414,5,44,4,0,0,0,12,0,0,0,0,0,0,0,0,,1002,525,412,5,44,4,0,0,0,12,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 21,23,13,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,23,13,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 22,40,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 24,439,168,234,1,26,10,0,0,0,0,0,0,0,0,0,0,0,0,,436,168,231,1,26,10,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 25,852,380,406,5,40,17,0,0,0,3,1,0,0,0,0,0,0,0,,849,378,403,5,40,17,0,0,0,5,1,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 27,978,358,534,1,54,10,0,0,0,20,1,0,0,0,0,0,0,0,,977,358,533,1,54,10,0,0,0,20,1,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 28,899,379,436,9,45,18,3,2,0,7,0,0,0,0,0,0,0,0,,898,378,436,9,45,18,3,2,0,7,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 29,1128,442,594,12,66,14,0,0,0,0,0,0,0,0,0,0,0,0,,1137,443,594,12,66,14,0,0,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 30,923,390,466,2,40,23,1,1,0,0,0,0,0,0,0,0,0,0,,929,390,466,2,40,23,1,1,0,5,1,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 33,1044,432,533,6,46,18,1,1,0,7,0,0,0,0,0,0,0,0,,1049,432,532,6,46,18,1,1,0,11,2,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 34,295,94,179,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,,295,94,179,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 35,936,437,430,8,51,8,1,1,0,0,0,0,0,0,0,0,0,0,,936,437,429,8,51,8,1,1,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 36,1183,544,558,6,59,14,1,1,0,0,0,0,0,0,0,0,0,0,,1186,544,558,6,59,14,1,1,0,3,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 37,766,365,360,0,33,7,0,0,0,1,0,0,0,0,0,0,0,0,,766,365,360,0,33,7,0,0,0,1,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 38,1328,730,526,5,46,11,1,0,0,9,0,0,0,0,0,0,0,0,,1328,730,526,5,46,11,1,0,0,9,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 39,758,393,311,6,37,3,0,0,0,8,0,0,0,0,0,0,0,0,,757,393,310,6,37,3,0,0,0,8,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 40,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIE ,CITY OF APPLETON,CITY OF APPLETON Ward 41,136,81,45,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,,136,81,45,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0
